Model;Timestamp;AUC;Accuracy;Precision;Recall;F1;LogLoss;Best Threshold;Best Parameters;Feature Names
logistic_regression;2025-11-30 18:25:45;0.7870365270787323;0.8707042460813894;0.44330453563714906;0.5307045895281189;0.4830832597822889;0.3810299684687701;0.46306532663316585;{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__solver': 'lbfgs', 'preprocessor__cat__select__k': 3, 'preprocessor__cat__woe__regularization': 10.0, 'preprocessor__num__select__k': 8, 'smote__k_neighbors': 6, 'smote__sampling_strategy': 0.5};"['pdays' 'previous' 'month_cos' 'age_emp_rate' 'euribor_nrm'
 'contacts_ratio' 'macro_pca_1' 'macro_pca_2' 'contact' 'poutcome'
 'job_x_age']"
logistic_regression;2025-11-30 22:11:52;0.7886605295600284;0.8669512105379351;0.4339908952959029;0.5546218487394958;0.4869466515323496;0.5922208751844662;0.724070351758794;{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__solver': 'lbfgs', 'preprocessor__cat__select__k': 6, 'preprocessor__cat__woe__regularization': 10.0, 'preprocessor__num__select__k': 15, 'smote__sampling_strategy': 0.7, 'smote__smote__k_neighbors': 5};"['age' 'campaign' 'pdays' 'previous' 'cons_conf_idx' 'month_cos'
 'day_of_week_cos' 'age_emp_rate' 'cons_price_cons_conf' 'euribor_nrm'
 'campaign_log' 'contacts_ratio' 'economic_volatility' 'macro_pca_1'
 'macro_pca_2' 'job' 'default' 'contact' 'poutcome' 'job_x_age'
 'job_x_marital']"
logistic_regression;2025-11-30 23:18:30;0.7890425420100967;0.8701155346235926;0.4418356456776948;0.535229476405947;0.4840689856767027;0.43960897955768874;0.5517085427135678;{'model__C': 1, 'model__max_iter': 2000, 'model__penalty': 'l2', 'model__solver': 'lbfgs', 'preprocessor__cat__select__k': 6, 'preprocessor__cat__woe__regularization': 10.0, 'preprocessor__num__select__k': 15, 'smote__k_neighbors': 5, 'smote__sampling_strategy': 0.7};"['age' 'campaign' 'pdays' 'previous' 'cons_conf_idx' 'month_cos'
 'day_of_week_cos' 'age_emp_rate' 'cons_price_cons_conf' 'euribor_nrm'
 'campaign_log' 'contacts_ratio' 'economic_volatility' 'macro_pca_1'
 'macro_pca_2' 'default' 'contact' 'poutcome' 'job_x_age' 'job_x_marital'
 'education_x_default']"
