Model;Timestamp;AUC;Accuracy;Precision;Recall;F1;LogLoss
logistic_regression_baseline;2025-11-30 18:17:53;0.781742754717166;0.8995774237419856;0.6671087533156499;0.21685708126751455;0.32731413697738737;0.28104472046691725
